SubmissionId,LeadId,SubChannelId,SubChannelName,MarketingUnitId,MUName,TrackId,CampaignName,ClientRelationshipId,CountAgainstCap
13490443,16907846,15,Paid Search,24,Degree,0E1862D3-812D-4AFD-9E15-75BBD6A9E666,ppc_google_microsite_bno_lpn_mpe,8568,1
13490448,16907848,15,Paid Search,166,FinancialAid Premier,9001F420-AA91-4345-B0F1-C316F0D43733,ppc_google_ec_newfinaid_fafsa_mpe,8655,1
13490449,16907851,16,SEO,159,GS.com SEO,351C687F-E7A2-42F8-A3AA-31B4D4C792F2,SEO Default,8714,1
13490452,16907853,5,Traditional Display,78,Future Ads Premier,35B7943B-92B5-496B-B0F8-340D4AF3C548,display_ec_futureads_display_onlinecollege,8692,1
13490452,16907854,5,Traditional Display,78,Future Ads Premier,35B7943B-92B5-496B-B0F8-340D4AF3C548,display_ec_futureads_display_onlinecollege,8657,1
13490452,16907855,5,Traditional Display,78,Future Ads Premier,35B7943B-92B5-496B-B0F8-340D4AF3C548,display_ec_futureads_display_onlinecollege,8655,1
13490447,16907856,20,Clicks,211,Clicks Partners,46178860-AC5C-4174-AF88-32FB656BA352,Renuant_generalcampaign,8195,1
13490460,16907861,15,Paid Search,166,FinancialAid Premier,3A087174-A835-4B36-811F-E82963F3D203,ppc_google_ec_newfinaid_grants_mpe,23,1
13490463,16907863,5,Traditional Display,222,MediaAlpha,40821553-752E-429D-B90E-BF692A5073D5,display_emd_mediaalpha_USA_TY_healthcare_mpe,2,1
13490463,16907864,5,Traditional Display,222,MediaAlpha,40821553-752E-429D-B90E-BF692A5073D5,display_emd_mediaalpha_USA_TY_healthcare_mpe,8714,1
13490468,16907867,15,Paid Search,24,Degree,AB448737-E987-49A0-B0CA-6486C8ACA1BD,ppc_google_microsite_bno_lpn_mpe_test,8409,1
13490471,16907872,15,Paid Search,24,Degree,58468742-D861-4E89-B09C-98FAD73DB000,ppc_google_ec_degree_vocational_new,8657,1
13490473,16907873,15,Paid Search,166,FinancialAid Premier,3A087174-A835-4B36-811F-E82963F3D203,ppc_google_ec_newfinaid_grants_mpe,2,1
13490475,16907874,5,Traditional Display,78,Future Ads Premier,8DDE00CD-4B2A-4068-A98C-B8623FAB712D,display_ec_futureads_display_lightbox_2018,91,1
13490475,16907875,5,Traditional Display,78,Future Ads Premier,8DDE00CD-4B2A-4068-A98C-B8623FAB712D,display_ec_futureads_display_lightbox_2018,8714,1
13490476,16907876,15,Paid Search,44,FinancialAidV2,9ACCDD77-6F27-4903-B125-26C22A2CD3BE,ppc_google_ec_newfinaid_grants,8409,1
13490478,16907878,15,Paid Search,166,FinancialAid Premier,9001F420-AA91-4345-B0F1-C316F0D43733,ppc_google_ec_newfinaid_fafsa_mpe,8409,1
13490479,16907879,12,Online Partners,20,Job Board,5D01F0F8-36B0-46DB-8756-0919A31948CB,DMS Online,144,1
13490480,16907880,12,Online Partners,19,Host And Post,3BA87002-2536-4265-8A5A-7376CB6CC7D3,Agree_Media_CECO,23,1
13490482,16907882,15,Paid Search,24,Degree,0E1862D3-812D-4AFD-9E15-75BBD6A9E666,ppc_google_microsite_bno_lpn_mpe,2,1
13490482,16907883,15,Paid Search,24,Degree,0E1862D3-812D-4AFD-9E15-75BBD6A9E666,ppc_google_microsite_bno_lpn_mpe,23,1
13490484,16907885,15,Paid Search,217,Exclusive Prime,B5468621-232D-452C-8809-D34A9C99DCC7,ppc_google_microsite_FTC_exclusiveprime_PurdueGlobal,8657,1
13490485,16907889,5,Traditional Display,74,Campus Explorer,3F89C120-345A-4944-AD5B-2A451AE54B47,display_el_campusexplorer_healthcare_ca_mpe,8409,1
13490487,16907890,12,Online Partners,20,Job Board,722C635C-04E9-4B85-AE03-1BB98945747E,ClassesUSACAMPUS,8429,1
13490488,16907891,20,Clicks,211,Clicks Partners,46178860-AC5C-4174-AF88-32FB656BA352,Renuant_generalcampaign,8409,1
13490489,16907892,15,Paid Search,45,GradSchools,6AD657AD-3AA2-4EAB-9FA2-4F1E83FC1ADE,ppc_google_gs_doctorate_MPE_desired,71,1
13490489,16907893,15,Paid Search,45,GradSchools,6AD657AD-3AA2-4EAB-9FA2-4F1E83FC1ADE,ppc_google_gs_doctorate_MPE_desired,2,1
13490489,16907894,15,Paid Search,45,GradSchools,6AD657AD-3AA2-4EAB-9FA2-4F1E83FC1ADE,ppc_google_gs_doctorate_MPE_desired,8547,1
13490542,16907944,15,Paid Search,166,FinancialAid Premier,22C49138-C0DB-447E-8990-D757C11CFAD8,ppc_google_ec_newfinaid_federal_sitelink_mpe,23,1
13490542,16907946,15,Paid Search,166,FinancialAid Premier,22C49138-C0DB-447E-8990-D757C11CFAD8,ppc_google_ec_newfinaid_federal_sitelink_mpe,8593,1
13490543,16907947,15,Paid Search,44,FinancialAidV2,117793E1-A601-47FF-ACDF-DA59F1F81A2E,ppc_google_ec_newfinaid_loan_mpe,22,1
13490543,16907949,15,Paid Search,44,FinancialAidV2,117793E1-A601-47FF-ACDF-DA59F1F81A2E,ppc_google_ec_newfinaid_loan_mpe,8593,1
13490544,16907950,12,Online Partners,20,Job Board,5D01F0F8-36B0-46DB-8756-0919A31948CB,DMS Online,144,1
13490543,16907951,15,Paid Search,44,FinancialAidV2,117793E1-A601-47FF-ACDF-DA59F1F81A2E,ppc_google_ec_newfinaid_loan_mpe,91,1
13490548,16907953,7,GDN,8,Financial Aid,F2BBC82E-5732-414F-99CC-84FC5AE0E770,ppcd_gdn_ec_finaid_rsp_mpe,8697,1
13490549,16907954,9,DRTV & Video Ads,39,DRTV & Video Ads,1DB1CD60-FFB3-4940-BEEF-7F0C280ADE71,DRTV sm3 7.23.18 WSM 11.6.18,23,1
13490549,16907955,9,DRTV & Video Ads,39,DRTV & Video Ads,1DB1CD60-FFB3-4940-BEEF-7F0C280ADE71,DRTV sm3 7.23.18 WSM 11.6.18,8657,1
13490549,16907956,9,DRTV & Video Ads,39,DRTV & Video Ads,1DB1CD60-FFB3-4940-BEEF-7F0C280ADE71,DRTV sm3 7.23.18 WSM 11.6.18,8655,1
13490551,16907958,20,Clicks,168,Clicks,FCB18EE0-188F-46C2-99DC-52EB88ECFF67,post.degree.today_CUSA,8680,1
13490554,16907959,15,Paid Search,24,Degree,268686C0-3701-48F1-A466-4F0255F20F4E,ppc_google_ec_degree_csi_new_mpe,8409,1
13490556,16907961,5,Traditional Display,74,Campus Explorer,A43FE495-297C-4623-A4CC-D7B58B13C706,display_sc_campusexplorer_medical_mpe,8679,1
13490486,16907896,5,Traditional Display,225,Quinst Premier,2871C2EB-8A4B-46DC-ABAB-7E59F57EE32F,display_bano_quinst_cna_tier1_mpe,8195,1
13490486,16907897,5,Traditional Display,225,Quinst Premier,2871C2EB-8A4B-46DC-ABAB-7E59F57EE32F,display_bano_quinst_cna_tier1_mpe,91,1
13490491,16907898,15,Paid Search,217,Exclusive Prime,8E2B8BAE-7790-4162-B408-27F5A0F8E4E1,ppc_google_microsite_FTC_exclusiveprime_snhu,132,1
13490494,16907899,12,Online Partners,19,Host And Post,3BA87002-2536-4265-8A5A-7376CB6CC7D3,Agree_Media_CECO,23,1
13490496,16907900,5,Traditional Display,74,Campus Explorer,5891F0C4-2979-4E38-B27F-388C76E0A6B4,display_ec_campusexplorer_medical_mpe,22,1
13490496,16907901,5,Traditional Display,74,Campus Explorer,5891F0C4-2979-4E38-B27F-388C76E0A6B4,display_ec_campusexplorer_medical_mpe,2,1
13490497,16907903,15,Paid Search,44,FinancialAidV2,6CD7FA49-3EA9-4A2F-A58E-2D903968C38C,ppc_google_ec_newfinaid_federal_mpe,23,1
13490499,16907906,15,Paid Search,166,FinancialAid Premier,9001F420-AA91-4345-B0F1-C316F0D43733,ppc_google_ec_newfinaid_fafsa_mpe,23,1
13490497,16907909,15,Paid Search,44,FinancialAidV2,6CD7FA49-3EA9-4A2F-A58E-2D903968C38C,ppc_google_ec_newfinaid_federal_mpe,91,1
13490504,16907911,5,Traditional Display,222,MediaAlpha,286B6900-CB3C-4439-802B-439F66B089A4,display_emd_mediaalpha_USA_TY_healthcare_elder_mpe,8714,1
13490504,16907912,5,Traditional Display,222,MediaAlpha,286B6900-CB3C-4439-802B-439F66B089A4,display_emd_mediaalpha_USA_TY_healthcare_elder_mpe,22,1
13490505,16907913,15,Paid Search,169,General New Kaplan Allow,4813618B-DC49-4E27-9BBF-9B77477736B1,ppc_google_el_General_main_MPE,2,1
13490505,16907914,15,Paid Search,169,General New Kaplan Allow,4813618B-DC49-4E27-9BBF-9B77477736B1,ppc_google_el_General_main_MPE,23,1
13490506,16907916,15,Paid Search,82,GradLevel,47029E6A-5602-48E2-AF2B-0B7551ED62CD,ppc_google_ec_generic_graduate_match1plus_mpe,2,1
13490506,16907917,15,Paid Search,82,GradLevel,47029E6A-5602-48E2-AF2B-0B7551ED62CD,ppc_google_ec_generic_graduate_match1plus_mpe,22,1
13490512,16907919,15,Paid Search,166,FinancialAid Premier,9001F420-AA91-4345-B0F1-C316F0D43733,ppc_google_ec_newfinaid_fafsa_mpe,23,1
13490514,16907921,15,Paid Search,166,FinancialAid Premier,9001F420-AA91-4345-B0F1-C316F0D43733,ppc_google_ec_newfinaid_fafsa_mpe,22,1
13490506,16907923,15,Paid Search,82,GradLevel,47029E6A-5602-48E2-AF2B-0B7551ED62CD,ppc_google_ec_generic_graduate_match1plus_mpe,144,1
13490516,16907924,15,Paid Search,28,Head Terms,30CE4EFF-DF1F-43AE-8D0E-581D8AC7F3B0,ppc_google_ec_generic_ht2011_mpe_noclicksads_oct2016,8644,1
13490518,16907925,15,Paid Search,44,FinancialAidV2,A9A03595-CC50-48E0-B78D-1A22AF29FA27,ppc_google_sc_federalgrants2016_mpe,8409,1
13490650,16908065,15,Paid Search,28,Head Terms,61FC0C2A-33E6-439A-9B7F-1C4119B6936A,ppc_google_ec_generic_ht2011_main_mpe_s4,2,1
13490650,16908066,15,Paid Search,28,Head Terms,61FC0C2A-33E6-439A-9B7F-1C4119B6936A,ppc_google_ec_generic_ht2011_main_mpe_s4,8657,1
13490650,16908067,15,Paid Search,28,Head Terms,61FC0C2A-33E6-439A-9B7F-1C4119B6936A,ppc_google_ec_generic_ht2011_main_mpe_s4,8714,1
13490650,16908068,15,Paid Search,28,Head Terms,61FC0C2A-33E6-439A-9B7F-1C4119B6936A,ppc_google_ec_generic_ht2011_main_mpe_s4,8712,1
13490652,16908069,15,Paid Search,24,Degree,326345FC-1018-4D71-88F8-679A43AF19C8,ppc_msn_ec_health-services_cna_new-lander,2,1
13490652,16908070,15,Paid Search,24,Degree,326345FC-1018-4D71-88F8-679A43AF19C8,ppc_msn_ec_health-services_cna_new-lander,23,1
13490653,16908072,12,Online Partners,19,Host And Post,3BA87002-2536-4265-8A5A-7376CB6CC7D3,Agree_Media_CECO,22,1
13490650,16908073,15,Paid Search,28,Head Terms,61FC0C2A-33E6-439A-9B7F-1C4119B6936A,ppc_google_ec_generic_ht2011_main_mpe_s4,33,1
13490651,16908074,15,Paid Search,44,FinancialAidV2,A9A03595-CC50-48E0-B78D-1A22AF29FA27,ppc_google_sc_federalgrants2016_mpe,91,1
13490654,16908075,12,Online Partners,19,Host And Post,3BA87002-2536-4265-8A5A-7376CB6CC7D3,Agree_Media_CECO,22,1
13490655,16908076,15,Paid Search,28,Head Terms,61FC0C2A-33E6-439A-9B7F-1C4119B6936A,ppc_google_ec_generic_ht2011_main_mpe_s4,8657,1
13490658,16908077,15,Paid Search,166,FinancialAid Premier,9001F420-AA91-4345-B0F1-C316F0D43733,ppc_google_ec_newfinaid_fafsa_mpe,23,1
13490658,16908079,15,Paid Search,166,FinancialAid Premier,9001F420-AA91-4345-B0F1-C316F0D43733,ppc_google_ec_newfinaid_fafsa_mpe,8593,1
13490986,16908411,15,Paid Search,44,FinancialAidV2,6CD7FA49-3EA9-4A2F-A58E-2D903968C38C,ppc_google_ec_newfinaid_federal_mpe,23,1
13490559,16907970,7,GDN,63,Targeted Campus,C4D199A8-8899-4DF9-BB14-48B7618FFDA3,ppcd_gdn_ec_grants_campusonly_mpe,5286,1
13490559,16907971,7,GDN,63,Targeted Campus,C4D199A8-8899-4DF9-BB14-48B7618FFDA3,ppcd_gdn_ec_grants_campusonly_mpe,8593,1
13490560,16907972,5,Traditional Display,78,Future Ads Premier,D729E837-E1AF-4807-BACA-C52830E93E2D,display_ec_futureads_display_textlink_general_girl,22,1
13490556,16907962,5,Traditional Display,74,Campus Explorer,A43FE495-297C-4623-A4CC-D7B58B13C706,display_sc_campusexplorer_medical_mpe,8655,1
13490556,16907963,5,Traditional Display,74,Campus Explorer,A43FE495-297C-4623-A4CC-D7B58B13C706,display_sc_campusexplorer_medical_mpe,8195,1
13490556,16907964,5,Traditional Display,74,Campus Explorer,A43FE495-297C-4623-A4CC-D7B58B13C706,display_sc_campusexplorer_medical_mpe,8714,1
13490557,16907965,15,Paid Search,28,Head Terms,155ABC8C-42F0-4C7A-B970-B470DC74A840,ppc_google_ec_generic_ht2011_clickads_mpe,8657,1
13490557,16907966,15,Paid Search,28,Head Terms,155ABC8C-42F0-4C7A-B970-B470DC74A840,ppc_google_ec_generic_ht2011_clickads_mpe,91,1
13490557,16907967,15,Paid Search,28,Head Terms,155ABC8C-42F0-4C7A-B970-B470DC74A840,ppc_google_ec_generic_ht2011_clickads_mpe,8714,1
13490557,16907968,15,Paid Search,28,Head Terms,155ABC8C-42F0-4C7A-B970-B470DC74A840,ppc_google_ec_generic_ht2011_clickads_mpe,23,1
13490558,16907969,7,GDN,63,Targeted Campus,D163A890-3D85-4DA5-B2BF-0B46C1592B1F,ppcd_gdn_ec_grants_campusonly_xverify_mpe,8409,1
13490791,16908223,15,Paid Search,28,Head Terms,30CE4EFF-DF1F-43AE-8D0E-581D8AC7F3B0,ppc_google_ec_generic_ht2011_mpe_noclicksads_oct2016,8714,1
13490792,16908224,15,Paid Search,24,Degree,C3A08FC0-214F-420D-AFBC-8C5753F04301,ppc_google_ec_degree_cna_new_CM_mpe,8593,1
13490792,16908225,15,Paid Search,24,Degree,C3A08FC0-214F-420D-AFBC-8C5753F04301,ppc_google_ec_degree_cna_new_CM_mpe,91,1
13490794,16908226,20,Clicks,168,Clicks,F9319C4A-61B1-424A-B818-5870DE2EEAE8,post.degree.today_eddy,8680,1
13490793,16908227,15,Paid Search,28,Head Terms,30CE4EFF-DF1F-43AE-8D0E-581D8AC7F3B0,ppc_google_ec_generic_ht2011_mpe_noclicksads_oct2016,8712,1
13490797,16908228,12,Online Partners,20,Job Board,722C635C-04E9-4B85-AE03-1BB98945747E,ClassesUSACAMPUS,82,1
13490798,16908229,7,GDN,63,Targeted Campus,30360ADE-1615-442B-A9B5-0189DE5DC878,ppcd_gdn_ec_grants_campusonly,8409,1
13490799,16908230,20,Clicks,168,Clicks,C530057B-7D00-42AF-BF28-214C5A4369FF,post.degree.today_triad,8680,1
13490802,16908231,12,Online Partners,20,Job Board,722C635C-04E9-4B85-AE03-1BB98945747E,ClassesUSACAMPUS,82,1
13490809,16908232,20,Clicks,168,Clicks,F9319C4A-61B1-424A-B818-5870DE2EEAE8,post.degree.today_eddy,8680,1
13490810,16908233,15,Paid Search,22,Branded,5D88DB77-A2DA-4535-96D8-999E5C143A5D,ppc_google_ec_branded_xveriy,8644,1
13490813,16908234,15,Paid Search,44,FinancialAidV2,5EE0751C-1843-480E-AADB-35334AA47A42,ppc_google_ec_momgrants_mpe,23,1
13490815,16908235,15,Paid Search,24,Degree,268686C0-3701-48F1-A466-4F0255F20F4E,ppc_google_ec_degree_csi_new_mpe,8655,1
13490562,16907975,15,Paid Search,24,Degree,8F58D38E-0C57-4646-B51F-B05D0F1F68FE,ppc_google_ec_degree_police_loantest_eta_mpe,8649,1
13490564,16907976,15,Paid Search,24,Degree,8F58D38E-0C57-4646-B51F-B05D0F1F68FE,ppc_google_ec_degree_police_loantest_eta_mpe,82,1
13490566,16907977,15,Paid Search,44,FinancialAidV2,117793E1-A601-47FF-ACDF-DA59F1F81A2E,ppc_google_ec_newfinaid_loan_mpe,22,1
13490571,16907980,20,Clicks,168,Clicks,25F00876-E1E9-4647-9981-D0C5DB9D84FD,degree.today_saint_marys,269,1
13490572,16907982,20,Clicks,168,Clicks,C530057B-7D00-42AF-BF28-214C5A4369FF,post.degree.today_triad,8680,1
13490573,16907983,12,Online Partners,126,Jobcase H&P,62ED5806-45CC-4A84-B16C-0F0609029442,Jobcase Campus API,5186,1
13490575,16907985,15,Paid Search,217,Exclusive Prime,8E2B8BAE-7790-4162-B408-27F5A0F8E4E1,ppc_google_microsite_FTC_exclusiveprime_snhu,132,1
13490577,16907986,7,GDN,63,Targeted Campus,C4D199A8-8899-4DF9-BB14-48B7618FFDA3,ppcd_gdn_ec_grants_campusonly_mpe,8409,1
13490578,16907987,5,Traditional Display,74,Campus Explorer,DA8FB2F5-0731-4782-8600-8EAE0E55EF60,display_emd_campusexplorer_nursing_inventorycheck_mpe,2,1
13490578,16907988,5,Traditional Display,74,Campus Explorer,DA8FB2F5-0731-4782-8600-8EAE0E55EF60,display_emd_campusexplorer_nursing_inventorycheck_mpe,8593,1
13490581,16907989,12,Online Partners,19,Host And Post,3BA87002-2536-4265-8A5A-7376CB6CC7D3,Agree_Media_CECO,22,1
13490582,16907990,15,Paid Search,44,FinancialAidV2,FC911E35-7834-49D7-A5F2-B35D671603B6,ppc_google_ec_newfinaid_federal_nochat,22,1
13491099,16908497,12,Online Partners,126,Jobcase H&P,ACC8EE78-9521-4806-B5F0-6F8D377A1939,Link out,8593,1
13491099,16908498,12,Online Partners,126,Jobcase H&P,ACC8EE78-9521-4806-B5F0-6F8D377A1939,Link out,8593,1
13491102,16908499,15,Paid Search,24,Degree,1060B51F-924C-404F-A9B0-94102087332D,ppc_google_ec_degree_cna_new_loan,8593,1
13491103,16908500,12,Online Partners,126,Jobcase H&P,ACC8EE78-9521-4806-B5F0-6F8D377A1939,Link out,8593,1
13491104,16908501,15,Paid Search,24,Degree,0E1862D3-812D-4AFD-9E15-75BBD6A9E666,ppc_google_microsite_bno_lpn_mpe,71,1
13491104,16908502,15,Paid Search,24,Degree,0E1862D3-812D-4AFD-9E15-75BBD6A9E666,ppc_google_microsite_bno_lpn_mpe,8593,1
13491106,16908503,15,Paid Search,24,Degree,58468742-D861-4E89-B09C-98FAD73DB000,ppc_google_ec_degree_vocational_new,8195,1
13491106,16908504,15,Paid Search,24,Degree,58468742-D861-4E89-B09C-98FAD73DB000,ppc_google_ec_degree_vocational_new,22,1
13491107,16908506,5,Traditional Display,222,MediaAlpha,DA485ACC-2483-4D48-8A7F-1AD40A6D67C0,display_ftc_mediaalpha_DMS_NM_medbilling_elder_mpe,8593,1
13491109,16908507,15,Paid Search,24,Degree,326345FC-1018-4D71-88F8-679A43AF19C8,ppc_msn_ec_health-services_cna_new-lander,8593,1
13491110,16908508,20,Clicks,168,Clicks,9E061C0C-414B-4DF3-AC89-2242C5F99D5B,post.degree.today_Renuant,8680,1
13491112,16908509,12,Online Partners,126,Jobcase H&P,ACC8EE78-9521-4806-B5F0-6F8D377A1939,Link out,8593,1
13491113,16908510,12,Online Partners,20,Job Board,722C635C-04E9-4B85-AE03-1BB98945747E,ClassesUSACAMPUS,82,1
13491114,16908511,20,Clicks,211,Clicks Partners,46178860-AC5C-4174-AF88-32FB656BA352,Renuant_generalcampaign,71,1
13491118,16908512,20,Clicks,168,Clicks,FCB18EE0-188F-46C2-99DC-52EB88ECFF67,post.degree.today_CUSA,8680,1
13491119,16908513,12,Online Partners,20,Job Board,32197DCF-18D3-4014-9B78-8271071BCF6C,Quin Online Partners,8629,1
13490582,16907992,15,Paid Search,44,FinancialAidV2,FC911E35-7834-49D7-A5F2-B35D671603B6,ppc_google_ec_newfinaid_federal_nochat,8593,1
13490583,16907993,12,Online Partners,19,Host And Post,3BA87002-2536-4265-8A5A-7376CB6CC7D3,Agree_Media_CECO,22,1
13490584,16907994,12,Online Partners,126,Jobcase H&P,ACC8EE78-9521-4806-B5F0-6F8D377A1939,Link out,8593,1
13490601,16908013,15,Paid Search,24,Degree,58468742-D861-4E89-B09C-98FAD73DB000,ppc_google_ec_degree_vocational_new,22,1
13490603,16908015,15,Paid Search,217,Exclusive Prime,49DC1BCD-0563-425B-A91F-FE84589968DE,ppc_google_microsite_FTC_exclusiveprime_PurdueGlobal_xverify,8657,1
13490604,16908016,15,Paid Search,44,FinancialAidV2,9C54CC13-1AFB-481A-ACBE-9F4690927406,ppc_google_ec_singlemomgrant_mpe,8568,1
13490606,16908017,5,Traditional Display,78,Future Ads Premier,B345DE8C-238C-4C80-A1B6-8A17132FDE1E,display_ec_futureads_display_lightbox_testimonial,91,1
13490607,16908019,5,Traditional Display,78,Future Ads Premier,E4DDD74B-102D-487F-9293-B20D18481B59,display_ec_futureads_display_lightbox_psychology_segment,8714,1
13490609,16908020,15,Paid Search,24,Degree,AB448737-E987-49A0-B0CA-6486C8ACA1BD,ppc_google_microsite_bno_lpn_mpe_test,8409,1
13490610,16908021,7,GDN,63,Targeted Campus,BC5211D2-1300-4540-9F2F-35058EB23CDE,ppcd_gdn_ec_targetcampus_rsp_mpe,8409,1
13490612,16908022,15,Paid Search,45,GradSchools,6AD657AD-3AA2-4EAB-9FA2-4F1E83FC1ADE,ppc_google_gs_doctorate_MPE_desired,71,1
13490612,16908023,15,Paid Search,45,GradSchools,6AD657AD-3AA2-4EAB-9FA2-4F1E83FC1ADE,ppc_google_gs_doctorate_MPE_desired,8649,1
13490612,16908024,15,Paid Search,45,GradSchools,6AD657AD-3AA2-4EAB-9FA2-4F1E83FC1ADE,ppc_google_gs_doctorate_MPE_desired,2,1
13490614,16908025,5,Traditional Display,74,Campus Explorer,E6E02928-54DE-4856-807D-6C8323DEF329,display_ec_campusexplorer_healthcare_california_mpe,22,1
13490614,16908026,5,Traditional Display,74,Campus Explorer,E6E02928-54DE-4856-807D-6C8323DEF329,display_ec_campusexplorer_healthcare_california_mpe,8568,1
13490614,16908027,5,Traditional Display,74,Campus Explorer,E6E02928-54DE-4856-807D-6C8323DEF329,display_ec_campusexplorer_healthcare_california_mpe,8568,1
13491014,16908441,15,Paid Search,166,FinancialAid Premier,3A087174-A835-4B36-811F-E82963F3D203,ppc_google_ec_newfinaid_grants_mpe,8202,1
13491018,16908442,15,Paid Search,44,FinancialAidV2,786B3A68-E875-4919-9CD3-6B3858C5F4F8,ppc_google_ec_newfinaid_fafsa_RLSA_mpe,8657,1
13491022,16908443,12,Online Partners,20,Job Board,722C635C-04E9-4B85-AE03-1BB98945747E,ClassesUSACAMPUS,82,1
13491025,16908444,15,Paid Search,44,FinancialAidV2,786B3A68-E875-4919-9CD3-6B3858C5F4F8,ppc_google_ec_newfinaid_fafsa_RLSA_mpe,22,1
13491025,16908446,15,Paid Search,44,FinancialAidV2,786B3A68-E875-4919-9CD3-6B3858C5F4F8,ppc_google_ec_newfinaid_fafsa_RLSA_mpe,8593,1
13490730,16908152,15,Paid Search,24,Degree,953324B4-7555-4A3D-8C8D-3DC32FED0D3D,ppc_google_ec_degree_education_teaching_match1plus_mpe,8409,1
13490731,16908154,16,SEO,220,EL SEO,F225C16D-5469-4877-BA17-6D79F9944EDB,eL SEO Default,71,1
13490731,16908155,16,SEO,220,EL SEO,F225C16D-5469-4877-BA17-6D79F9944EDB,eL SEO Default,2,1
13490731,16908156,16,SEO,220,EL SEO,F225C16D-5469-4877-BA17-6D79F9944EDB,eL SEO Default,91,1
13490732,16908157,12,Online Partners,20,Job Board,148CDA62-B1A5-46C8-AA3A-E4739C704897,Brightfire Online,23,1
13490733,16908158,20,Clicks,168,Clicks,FCB18EE0-188F-46C2-99DC-52EB88ECFF67,post.degree.today_CUSA,8680,1
13490734,16908159,5,Traditional Display,222,MediaAlpha,201A8427-82DC-4B85-9DFF-5BBC6F4B572E,display_ec_mediaalpha_USA_TY_crimj_mpe,8714,1
13490734,16908161,5,Traditional Display,222,MediaAlpha,201A8427-82DC-4B85-9DFF-5BBC6F4B572E,display_ec_mediaalpha_USA_TY_crimj_mpe,8629,1
13490736,16908162,15,Paid Search,28,Head Terms,C665917F-32A9-4444-B5A9-8AC66F5D6E79,ppc_google_ec_generic_ht2011_noclicksads_oct2016,8644,1
13490737,16908163,12,Online Partners,20,Job Board,4906CC9E-4CC0-49B7-92B7-D281F233232A,Tier 3,23,1
13490739,16908165,12,Online Partners,20,Job Board,4906CC9E-4CC0-49B7-92B7-D281F233232A,Tier 3,23,1
13490740,16908166,20,Clicks,168,Clicks,FCB18EE0-188F-46C2-99DC-52EB88ECFF67,post.degree.today_CUSA,8680,1
13490745,16908167,5,Traditional Display,225,Quinst Premier,1F5974F6-5A93-41E3-9B8A-1E8C2DA48F86,display_emd_quinst_psych_tier1_mpe,23,1
13490747,16908169,15,Paid Search,28,Head Terms,33D3378C-090D-4F51-B8E1-86B47E47489A,ppc_msn_ec_generic_headterm_remarketing,8657,1
13490775,16908203,16,SEO,159,GS.com SEO,351C687F-E7A2-42F8-A3AA-31B4D4C792F2,SEO Default,8712,1
13490778,16908205,15,Paid Search,28,Head Terms,BC19E9DE-88E0-4489-8E71-ABB88A3473F1,ppc_google_ec_generic_ht2011_clickads,8657,1
13490778,16908210,15,Paid Search,28,Head Terms,BC19E9DE-88E0-4489-8E71-ABB88A3473F1,ppc_google_ec_generic_ht2011_clickads,8252,1
13490897,16908308,12,Online Partners,20,Job Board,8BA39A23-4D72-420D-B870-7A7ACCEA4399,ClassesUSAOnlineCampaign,8195,1
13490901,16908310,20,Clicks,168,Clicks,24DD93CB-EFBA-4DFF-B23D-850C26585C0D,degree.today_cbu,2836,1
13490902,16908311,15,Paid Search,166,FinancialAid Premier,9001F420-AA91-4345-B0F1-C316F0D43733,ppc_google_ec_newfinaid_fafsa_mpe,22,1
13490902,16908313,15,Paid Search,166,FinancialAid Premier,9001F420-AA91-4345-B0F1-C316F0D43733,ppc_google_ec_newfinaid_fafsa_mpe,8593,1
13490902,16908314,15,Paid Search,166,FinancialAid Premier,9001F420-AA91-4345-B0F1-C316F0D43733,ppc_google_ec_newfinaid_fafsa_mpe,8593,1
13490905,16908315,15,Paid Search,166,FinancialAid Premier,9001F420-AA91-4345-B0F1-C316F0D43733,ppc_google_ec_newfinaid_fafsa_mpe,5345,1
13490906,16908316,20,Clicks,168,Clicks,24DD93CB-EFBA-4DFF-B23D-850C26585C0D,degree.today_cbu,2836,1
13490907,16908317,12,Online Partners,20,Job Board,8BA39A23-4D72-420D-B870-7A7ACCEA4399,ClassesUSAOnlineCampaign,5345,1
13490908,16908318,15,Paid Search,28,Head Terms,54716943-5C82-4390-A422-4723A4B450D3,ppc_google_emd_emdmajor_ht2015_mpe,23,1
13490908,16908319,15,Paid Search,28,Head Terms,54716943-5C82-4390-A422-4723A4B450D3,ppc_google_emd_emdmajor_ht2015_mpe,8657,1
13490908,16908320,15,Paid Search,28,Head Terms,54716943-5C82-4390-A422-4723A4B450D3,ppc_google_emd_emdmajor_ht2015_mpe,8195,1
13490908,16908321,15,Paid Search,28,Head Terms,54716943-5C82-4390-A422-4723A4B450D3,ppc_google_emd_emdmajor_ht2015_mpe,91,1
13490909,16908322,12,Online Partners,20,Job Board,32197DCF-18D3-4014-9B78-8271071BCF6C,Quin Online Partners,8195,1
13490910,16908323,7,GDN,7,Degree,076EA483-F639-4B5B-A0FF-A54C176AFC31,ppcd_gdn_ec_education_txt_mpe,8593,1
13490911,16908324,12,Online Partners,20,Job Board,32197DCF-18D3-4014-9B78-8271071BCF6C,Quin Online Partners,5345,1
13490917,16908325,12,Online Partners,20,Job Board,8BA39A23-4D72-420D-B870-7A7ACCEA4399,ClassesUSAOnlineCampaign,5345,1
