SubChannelId,SubChannelName,MarketingUnitId,MUName,TrackId,CampaignName,23,8409,8657,22,91,155,8680,71,8655,2,8593,8714,132,2836,8568,8195,8649,33,237,147,7996,8712,5079,5123,57,8644,8252,5186,8697,5522,5342,5347,100,5876,108,8558,8547,5345,8527,125,5521,5611,8699,8754,5286,5343,149,5029,8753,222,144,82,8421,1041,8679,4942,8161,5519,8469,2707,5589,8625,5196,269,8487,5524,8662,148,8746,5517,5308,5127,5003,5883,5888,2576,5106,5075,5818,8097,8738,8525,5404,8739,8202,235,4004,73,8689,5534,8505,8751,8643,960,5139,7993,5434,5449,12,5471,8692,114,8524,8671,60,5448,65,8698,8763,8629,8737,111,8567,8608,8416,8729,8676,4777,135,8429,4900,168,8723,223,14,5599,8761,309,5431,254,40,8725,4902,229,1299,8516,5808,8540,8449,4908,182,5275,94,5199,Grand Total
3,Internal Transfer Agreements,36,Internal Transfer Agreements,49A0451D-A40F-4C01-96AE-6CA3C6BDAA03,TestApolloCampaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Internal Transfer Agreements,36,Internal Transfer Agreements,6A2AF7A1-E442-480E-9FAA-3EB2ECFC2E78,Default - Limbo Leads,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,Internal Transfer Agreements,36,Internal Transfer Agreements,E2099C21-22A4-4C33-93D9-F3289EF454F5,Education Connection Website,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,Internal Transfer Agreements,118,Job Board – All,4C4D9960-D04C-4A80-8297-31E265F5640A,Brightfire NON EDMC,135,0,0,51,0,18,0,13,0,10,23,0,0,0,0,11,0,0,0,0,8,1,6,0,0,0,0,1,1,20,4,1,0,4,0,0,0,11,44,0,15,0,16,0,1,0,0,4,2,0,0,0,0,0,0,0,0,2,13,0,0,1,0,0,0,0,9,0,0,0,0,2,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
3,Internal Transfer Agreements,118,Job Board – All,87A0A220-FEB2-4375-8D84-28162F24D0F0,Brightfire - OB-EDMC,9,0,0,2,0,3,0,1,9,3,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
3,Internal Transfer Agreements,118,Job Board – All,D83CE835-E012-464F-8C4D-8F2F732DE398,Brightfire Warm Transfer,372,0,0,126,0,54,0,32,105,68,114,0,0,0,0,46,59,0,5,0,9,3,13,2,0,0,0,1,4,99,16,10,0,25,0,0,0,26,179,0,78,3,33,2,1,5,0,6,5,3,0,0,0,0,0,0,0,12,35,0,0,0,1,0,0,0,36,0,0,2,1,12,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645
5,Traditional Display,5,Future Ads PPV,11DB81EF-9533-4C4D-B275-1012202DC5DB,display_el_futureads_display_premier_2017,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
5,Traditional Display,5,Future Ads PPV,1800F294-AFED-4129-9F2C-460D05E3C7FA,display_ec_futureads_display_it,6,2,7,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
5,Traditional Display,5,Future Ads PPV,1811FEA5-F449-4532-A3F6-2641B41DD230,display_ec_futureads_display_financialaid_URL,2,6,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
